"","date","UNDE_LAI","BiomassC","RootsC","SoilC","CWD_C","Lf","nee","allocation","turnover"
"1",2016-09-24,NA,NA,NA,NA,NA,0.426093116933567,NA,0.00062981290516381,0.000595472892506383
"2",2016-09-25,0.7828125,NA,NA,NA,NA,0.426093116933567,NA,0.00062981290516381,0.000595472892506383
"3",2016-09-26,NA,NA,NA,NA,NA,0.426093116933567,NA,0.00062981290516381,0.000595472892506383
"4",2016-09-27,NA,NA,NA,NA,NA,2.76433716455261,NA,0.00062981290516381,0.000595472892506383
"5",2016-09-28,NA,7.28482720708026,3.6438237834725,13.2725149,NA,2.76433716455261,NA,0.00062981290516381,0.000595472892506383
"6",2016-09-29,1.3360594795539,NA,NA,NA,NA,2.76433716455261,NA,0.00062981290516381,0.000595472892506383
"7",2016-09-30,NA,NA,NA,NA,NA,2.76433716455261,NA,0.00062981290516381,0.000595472892506383
"8",2016-10-01,NA,NA,NA,NA,NA,2.76433716455261,NA,0.00062981290516381,0.000595472892506383
"9",2016-10-02,NA,NA,NA,NA,NA,2.76433716455261,NA,0.00062981290516381,0.000595472892506383
"10",2016-10-03,0.851672862453532,NA,NA,NA,NA,2.76433716455261,NA,0.00062981290516381,0.000595472892506383
"11",2016-10-04,NA,NA,NA,NA,NA,2.76433716455261,NA,0.00062981290516381,0.000595472892506383
"12",2016-10-05,NA,NA,NA,NA,NA,2.76433716455261,NA,0.00062981290516381,0.000595472892506383
"13",2016-10-06,NA,NA,NA,NA,NA,2.76433716455261,NA,0.00062981290516381,0.000595472892506383
"14",2016-10-07,0.81635687732342,NA,NA,NA,NA,2.76433716455261,NA,0.00062981290516381,0.000595472892506383
"15",2016-10-08,NA,NA,NA,NA,NA,2.76433716455261,NA,0.00062981290516381,0.000595472892506383
"16",2016-10-09,NA,NA,NA,NA,NA,2.76433716455261,NA,0.00062981290516381,0.000595472892506383
"17",2016-10-10,NA,NA,NA,NA,NA,2.76433716455261,NA,0.00062981290516381,0.000595472892506383
"18",2016-10-11,NA,NA,NA,NA,NA,2.52617248201293,NA,0.00062981290516381,0.000595472892506383
"19",2016-10-12,NA,NA,NA,NA,NA,2.52617248201293,NA,0.00062981290516381,0.000595472892506383
"20",2016-10-13,NA,NA,NA,NA,NA,2.52617248201293,NA,0.00062981290516381,0.000595472892506383
"21",2016-10-14,NA,NA,NA,NA,NA,2.52617248201293,NA,0.00062981290516381,0.000595472892506383
"22",2016-10-15,0.560966542750929,NA,NA,NA,NA,2.52617248201293,NA,0.00062981290516381,0.000595472892506383
"23",2016-10-16,NA,NA,NA,NA,NA,2.52617248201293,NA,0.00062981290516381,0.000595472892506383
"24",2016-10-17,NA,NA,NA,NA,NA,2.52617248201293,NA,0.00062981290516381,0.000595472892506383
"25",2016-10-18,NA,NA,NA,NA,NA,2.52617248201293,NA,0.00062981290516381,0.000595472892506383
"26",2016-10-19,0.528252788104089,NA,NA,NA,NA,2.52617248201293,NA,0.00062981290516381,0.000595472892506383
"27",2016-10-20,NA,NA,NA,NA,NA,2.52617248201293,NA,0.00062981290516381,0.000595472892506383
"28",2016-10-21,NA,NA,NA,NA,NA,2.52617248201293,NA,0.00062981290516381,0.000595472892506383
"29",2016-10-22,NA,NA,NA,NA,NA,2.52617248201293,NA,0.00062981290516381,0.000595472892506383
"30",2016-10-23,0.58364312267658,NA,NA,NA,NA,2.52617248201293,NA,0.00062981290516381,0.000595472892506383
"31",2016-10-24,NA,NA,NA,NA,NA,2.52617248201293,NA,0.00062981290516381,0.000595472892506383
"32",2016-10-25,NA,NA,NA,NA,NA,0.0772362045478179,NA,0.00062981290516381,0.000595472892506383
"33",2016-10-26,NA,NA,NA,NA,NA,0.0772362045478179,NA,0.00062981290516381,0.000595472892506383
"34",2016-10-27,NA,NA,NA,NA,NA,0.0772362045478179,NA,0.00062981290516381,0.000595472892506383
"35",2016-10-28,NA,NA,NA,NA,NA,0.0772362045478179,NA,0.00062981290516381,0.000595472892506383
"36",2016-10-29,NA,NA,NA,NA,NA,0.0772362045478179,NA,0.00062981290516381,0.000595472892506383
"37",2016-10-30,NA,NA,NA,NA,NA,0.0772362045478179,NA,0.00062981290516381,0.000595472892506383
"38",2016-10-31,0.558736059479554,NA,NA,NA,NA,0.0772362045478179,NA,0.00062981290516381,0.000595472892506383
"39",2016-11-01,NA,NA,NA,NA,NA,0.0772362045478179,NA,0.00062981290516381,0.000595472892506383
"40",2016-11-02,NA,NA,NA,NA,NA,0.0772362045478179,NA,0.00062981290516381,0.000595472892506383
"41",2016-11-03,NA,NA,NA,NA,NA,0.0772362045478179,NA,0.00062981290516381,0.000595472892506383
